Road_Name,Road_Type,Segment_Index,Start_Lat,Start_Lon,End_Lat,End_Lon,Length_Meters,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Road_Surface
Unknown,secondary,51,8.456071,80.36137,8.456847,80.361725,94.25,8765.38,2,50,asphalt
Unknown,tertiary,1,8.382303,80.329548,8.380962,80.328344,200.0,2398.65,2,50,asphalt
Unknown,tertiary,2,8.380962,80.328344,8.380249,80.326722,200.0,2363.42,2,50,asphalt
Unknown,tertiary,3,8.380249,80.326722,8.37907,80.325368,200.0,2314.87,2,50,asphalt
Unknown,tertiary,4,8.37907,80.325368,8.378233,80.323762,200.0,2289.28,2,50,asphalt
Unknown,tertiary,5,8.378233,80.323762,8.377674,80.32207,200.0,2248.83,2,50,asphalt
Unknown,tertiary,6,8.377674,80.32207,8.377224,80.320324,200.0,2184.31,2,50,asphalt
Unknown,tertiary,7,8.377224,80.320324,8.376751,80.318571,200.0,2149.48,2,50,asphalt
Unknown,tertiary,8,8.376751,80.318571,8.376254,80.316828,200.0,2130.11,2,50,asphalt
Unknown,tertiary,9,8.376254,80.316828,8.376385,80.315038,200.0,2101.92,2,50,asphalt
Unknown,tertiary,10,8.376385,80.315038,8.3774,80.313556,200.0,1996.07,2,50,asphalt
Unknown,tertiary,11,8.3774,80.313556,8.378236,80.31198,200.0,1885.52,2,50,asphalt
Unknown,tertiary,12,8.378236,80.31198,8.378497,80.310294,200.0,1807.2,2,50,asphalt
Unknown,tertiary,13,8.378497,80.310294,8.378419,80.308486,200.0,1814.24,2,50,asphalt
Unknown,tertiary,14,8.378419,80.308486,8.378349,80.306688,200.0,1867.99,2,50,asphalt
Unknown,tertiary,15,8.378349,80.306688,8.379023,80.305023,200.0,1882.2,2,50,asphalt
Unknown,tertiary,16,8.379023,80.305023,8.380161,80.303704,200.0,1843.3,2,50,asphalt
Unknown,tertiary,17,8.380161,80.303704,8.381773,80.30294,200.0,1767.42,2,50,asphalt
Unknown,tertiary,18,8.381773,80.30294,8.382909,80.301978,165.82,1693.62,2,50,asphalt
Unknown,secondary,1,8.307447,80.326105,8.309138,80.325462,200.0,4263.61,2,50,asphalt
Unknown,secondary,2,8.309138,80.325462,8.310906,80.325117,200.0,4229.36,2,50,asphalt
Unknown,secondary,3,8.310906,80.325117,8.312709,80.325051,200.0,4165.55,2,50,asphalt
Unknown,secondary,4,8.312709,80.325051,8.314485,80.324736,200.0,4103.35,2,50,asphalt
Unknown,secondary,5,8.314485,80.324736,8.316243,80.324309,200.0,4081.07,2,50,asphalt
Unknown,secondary,6,8.316243,80.324309,8.317994,80.323856,200.0,4071.8,2,50,asphalt
Unknown,secondary,7,8.317994,80.323856,8.319629,80.323079,200.0,4093.56,2,50,asphalt
Unknown,secondary,8,8.319629,80.323079,8.321337,80.322512,200.0,4135.61,2,50,asphalt
Unknown,secondary,9,8.321337,80.322512,8.323143,80.322429,200.0,4137.39,2,50,asphalt
Unknown,secondary,10,8.323143,80.322429,8.324943,80.322244,200.0,4132.5,2,50,asphalt
Unknown,secondary,11,8.324943,80.322244,8.326517,80.321454,200.0,4165.64,2,50,asphalt
Unknown,secondary,12,8.326517,80.321454,8.327852,80.320232,200.0,4284.67,2,50,asphalt
Unknown,secondary,13,8.327852,80.320232,8.328986,80.318817,200.0,4435.42,2,50,asphalt
Unknown,secondary,14,8.328986,80.318817,8.330217,80.317488,200.0,4594.41,2,50,asphalt
Unknown,secondary,15,8.330217,80.317488,8.331495,80.316203,200.0,4748.0,2,50,asphalt
Unknown,secondary,16,8.331495,80.316203,8.332782,80.314926,200.0,4903.69,2,50,asphalt
Unknown,secondary,17,8.332782,80.314926,8.334063,80.313644,200.0,5061.8,2,50,asphalt
Unknown,secondary,18,8.334063,80.313644,8.335317,80.312335,200.0,5224.68,2,50,asphalt
Unknown,secondary,19,8.335317,80.312335,8.336559,80.311014,200.0,5391.87,2,50,asphalt
Unknown,secondary,20,8.336559,80.311014,8.33805,80.310036,200.0,5552.41,2,50,asphalt
Unknown,secondary,21,8.33805,80.310036,8.339694,80.309278,200.0,5677.83,2,50,asphalt
Unknown,secondary,22,8.339694,80.309278,8.341354,80.308557,200.0,5802.64,2,50,asphalt
Unknown,secondary,23,8.341354,80.308557,8.34302,80.30785,200.0,5824.5,2,50,asphalt
Unknown,secondary,24,8.34302,80.30785,8.344687,80.307144,200.0,5646.24,2,50,asphalt
Unknown,secondary,25,8.344687,80.307144,8.346344,80.306415,200.0,5470.04,2,50,asphalt
Unknown,secondary,26,8.346344,80.306415,8.347999,80.305683,200.0,5296.47,2,50,asphalt
Unknown,secondary,27,8.347999,80.305683,8.349655,80.304951,200.0,5124.85,2,50,asphalt
Unknown,secondary,28,8.349655,80.304951,8.35131,80.304218,200.0,4955.35,2,50,asphalt
Unknown,secondary,29,8.35131,80.304218,8.352965,80.303486,200.0,4788.2,2,50,asphalt
Unknown,secondary,30,8.352965,80.303486,8.35462,80.302752,200.0,4623.7,2,50,asphalt
Unknown,secondary,31,8.35462,80.302752,8.356289,80.302052,200.0,4461.22,2,50,asphalt
Unknown,secondary,32,8.356289,80.302052,8.35795,80.301333,200.0,4300.39,2,50,asphalt
Unknown,secondary,33,8.35795,80.301333,8.359593,80.300574,200.0,4146.6,2,50,asphalt
Unknown,secondary,34,8.359593,80.300574,8.361237,80.299815,200.0,3997.86,2,50,asphalt
Unknown,secondary,35,8.361237,80.299815,8.362894,80.299087,200.0,3852.54,2,50,asphalt
Unknown,secondary,36,8.362894,80.299087,8.364552,80.29836,200.0,3710.82,2,50,asphalt
Unknown,secondary,37,8.364552,80.29836,8.36621,80.297633,200.0,3574.67,2,50,asphalt
Unknown,secondary,38,8.36621,80.297633,8.367867,80.296906,200.0,3444.75,2,50,asphalt
Unknown,secondary,39,8.367867,80.296906,8.369525,80.296179,200.0,3321.8,2,50,asphalt
Unknown,secondary,40,8.369525,80.296179,8.371162,80.295406,200.0,3208.18,2,50,asphalt
Unknown,secondary,41,8.371162,80.295406,8.37285,80.295418,200.0,3089.36,2,50,asphalt
Unknown,secondary,42,8.37285,80.295418,8.37435,80.296238,200.0,2906.12,2,50,asphalt
Unknown,secondary,43,8.37435,80.296238,8.375552,80.297255,200.0,2731.38,2,50,asphalt
Unknown,secondary,44,8.375552,80.297255,8.377055,80.298263,200.0,2543.42,2,50,asphalt
Unknown,secondary,45,8.377055,80.298263,8.378594,80.299216,200.0,2344.04,2,50,asphalt
Unknown,secondary,46,8.378594,80.299216,8.380176,80.300096,200.0,2145.56,2,50,asphalt
Unknown,secondary,47,8.380176,80.300096,8.381701,80.301069,200.0,1947.85,2,50,asphalt
Unknown,secondary,48,8.381701,80.301069,8.383147,80.30216,200.0,1748.28,2,50,asphalt
Unknown,secondary,49,8.383147,80.30216,8.384438,80.303432,200.0,1548.88,2,50,asphalt
Unknown,secondary,50,8.384438,80.303432,8.385768,80.304663,200.0,1349.89,2,50,asphalt
Unknown,secondary,51,8.385768,80.304663,8.387168,80.305812,200.0,1150.33,2,50,asphalt
Unknown,secondary,52,8.387168,80.305812,8.388534,80.307003,200.0,950.72,2,50,asphalt
Unknown,secondary,53,8.388534,80.307003,8.390023,80.307937,200.0,753.04,2,50,asphalt
Unknown,secondary,54,8.390023,80.307937,8.390806,80.309574,200.0,570.7,2,50,asphalt
Unknown,secondary,55,8.390806,80.309574,8.392089,80.31064,200.0,404.5,2,50,asphalt
Unknown,secondary,56,8.392089,80.31064,8.393806,80.311205,200.0,212.13,2,50,asphalt
Unknown,secondary,57,8.393806,80.311205,8.394763,80.311545,112.17,56.07,2,50,asphalt
Puttalam Road,trunk,1,8.325347,80.368655,8.324859,80.370404,200.0,819.87,2,50,asphalt
Puttalam Road,trunk,2,8.324859,80.370404,8.324297,80.372127,200.0,1019.72,2,50,asphalt
Puttalam Road,trunk,3,8.324297,80.372127,8.323615,80.373809,200.0,970.33,2,50,asphalt
Puttalam Road,trunk,4,8.323615,80.373809,8.322929,80.375489,200.0,770.69,2,50,asphalt
Puttalam Road,trunk,5,8.322929,80.375489,8.322341,80.377206,200.0,570.91,2,50,asphalt
Puttalam Road,trunk,6,8.322341,80.377206,8.321764,80.378927,200.0,370.98,2,50,asphalt
Puttalam Road,trunk,7,8.321764,80.378927,8.321324,80.380254,154.08,193.98,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,1,8.292176,80.372144,8.292326,80.372231,19.17,3295.79,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,1,8.292326,80.372231,8.293719,80.373389,200.0,3193.56,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,2,8.293719,80.373389,8.295107,80.374554,200.0,3010.43,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,3,8.295107,80.374554,8.29651,80.375699,200.0,2829.1,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,4,8.29651,80.375699,8.298206,80.376246,200.0,2641.78,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,5,8.298206,80.376246,8.299985,80.376573,200.0,2442.55,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,6,8.299985,80.376573,8.301768,80.376876,200.0,2242.8,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,7,8.301768,80.376876,8.30355,80.377189,200.0,2043.21,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,8,8.30355,80.377189,8.305325,80.377539,200.0,1843.47,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,9,8.305325,80.377539,8.307109,80.377498,200.0,1646.13,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,10,8.307109,80.377498,8.308723,80.376757,200.0,1473.1,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,11,8.308723,80.376757,8.31028,80.375848,200.0,1353.3,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,12,8.31028,80.375848,8.311998,80.375499,200.0,1229.31,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,13,8.311998,80.375499,8.313734,80.375984,200.0,1057.8,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,14,8.313734,80.375984,8.315438,80.376593,200.0,868.68,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,15,8.315438,80.376593,8.316865,80.377677,200.0,677.99,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,16,8.316865,80.377677,8.318175,80.37893,200.0,478.49,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,17,8.318175,80.37893,8.319465,80.380203,200.0,278.53,2,50,asphalt
Padeniya-Anuradhapura Road,trunk,18,8.319465,80.380203,8.320641,80.381315,178.64,89.26,2,50,asphalt
Unknown,tertiary,1,8.285684,80.387365,8.285648,80.387404,5.81,3315.61,2,50,asphalt
Unknown,tertiary,1,8.285648,80.387404,8.284385,80.388703,200.0,3323.02,2,50,asphalt
Unknown,tertiary,2,8.284385,80.388703,8.28329,80.390148,200.0,3332.68,2,50,asphalt
Unknown,tertiary,3,8.28329,80.390148,8.281806,80.391165,200.0,3369.87,2,50,asphalt
Unknown,tertiary,4,8.281806,80.391165,8.280354,80.392248,200.0,3451.31,2,50,asphalt
Unknown,tertiary,5,8.280354,80.392248,8.278794,80.393151,200.0,3541.17,2,50,asphalt
Unknown,tertiary,6,8.278794,80.393151,8.277128,80.393856,200.0,3666.33,2,50,asphalt
Unknown,tertiary,7,8.277128,80.393856,8.275585,80.394797,200.0,3795.75,2,50,asphalt
Unknown,tertiary,8,8.275585,80.394797,8.273973,80.395596,200.0,3917.86,2,50,asphalt
Unknown,tertiary,9,8.273973,80.395596,8.272264,80.396191,200.0,4070.52,2,50,asphalt
Unknown,tertiary,10,8.272264,80.396191,8.271054,80.397379,200.0,4212.27,2,50,asphalt
Unknown,tertiary,11,8.271054,80.397379,8.269801,80.398473,200.0,4278.07,2,50,asphalt
Unknown,tertiary,12,8.269801,80.398473,8.267996,80.39859,200.0,4444.24,2,50,asphalt
Unknown,tertiary,13,8.267996,80.39859,8.266223,80.398659,200.0,4633.95,2,50,asphalt
Unknown,tertiary,14,8.266223,80.398659,8.264477,80.398189,200.0,4830.22,2,50,asphalt
Unknown,tertiary,15,8.264477,80.398189,8.262798,80.398794,200.0,5017.32,2,50,asphalt
Unknown,tertiary,16,8.262798,80.398794,8.261291,80.399798,200.0,5170.54,2,50,asphalt
Unknown,tertiary,17,8.261291,80.399798,8.260881,80.400047,53.0,5264.64,2,50,asphalt
Jayanthi Mawatha,trunk,1,8.328228,80.399994,8.328145,80.399951,10.39,481.59,2,50,asphalt
Jayanthi Mawatha,trunk,1,8.328145,80.399951,8.326529,80.399133,200.0,584.43,2,50,asphalt
Jayanthi Mawatha,trunk,2,8.326529,80.399133,8.324978,80.398202,200.0,622.03,2,50,asphalt
Jayanthi Mawatha,trunk,3,8.324978,80.398202,8.323588,80.397042,200.0,423.01,2,50,asphalt
Jayanthi Mawatha,trunk,4,8.323588,80.397042,8.322197,80.395881,200.0,223.04,2,50,asphalt
Jayanthi Mawatha,trunk,5,8.322197,80.395881,8.321369,80.395134,123.1,61.56,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,1,8.366817,80.53775,8.367404,80.539468,200.0,3080.7,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,2,8.367404,80.539468,8.367992,80.541186,200.0,3280.68,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,3,8.367992,80.541186,8.368579,80.542904,200.0,3480.65,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,4,8.368579,80.542904,8.368798,80.543546,74.68,3617.98,2,50,asphalt
Old Jaffna Road,primary,1,8.356626,80.510664,8.3584,80.510972,200.0,117.91,2,50,asphalt
Old Jaffna Road,primary,2,8.3584,80.510972,8.359008,80.511127,69.38,54.27,2,50,asphalt
Kurunegala Road,primary,1,8.32152,80.382205,8.322827,80.383462,200.0,99.97,2,50,asphalt
Kurunegala Road,primary,2,8.322827,80.383462,8.324135,80.384716,200.0,299.96,2,50,asphalt
Kurunegala Road,primary,3,8.324135,80.384716,8.325421,80.385993,200.0,499.95,2,50,asphalt
Kurunegala Road,primary,4,8.325421,80.385993,8.32672,80.387256,200.0,699.88,2,50,asphalt
Kurunegala Road,primary,5,8.32672,80.387256,8.327422,80.388232,135.64,866.84,2,50,asphalt
Unknown,tertiary,1,8.296736,80.427679,8.295069,80.428332,200.0,1633.19,2,50,asphalt
Unknown,tertiary,2,8.295069,80.428332,8.293332,80.427835,200.0,1815.43,2,50,asphalt
Unknown,tertiary,3,8.293332,80.427835,8.291668,80.427123,200.0,1976.33,2,50,asphalt
Unknown,tertiary,4,8.291668,80.427123,8.289946,80.427408,200.0,2152.03,2,50,asphalt
Unknown,tertiary,5,8.289946,80.427408,8.288308,80.4281,200.0,2345.65,2,50,asphalt
Unknown,tertiary,6,8.288308,80.4281,8.286518,80.428362,200.0,2542.7,2,50,asphalt
Unknown,tertiary,7,8.286518,80.428362,8.285242,80.427305,200.0,2714.77,2,50,asphalt
Unknown,tertiary,8,8.285242,80.427305,8.284561,80.425622,200.0,2781.65,2,50,asphalt
Unknown,tertiary,9,8.284561,80.425622,8.283404,80.424254,200.0,2862.19,2,50,asphalt
Unknown,tertiary,10,8.283404,80.424254,8.282155,80.422946,200.0,2993.61,2,50,asphalt
Unknown,tertiary,11,8.282155,80.422946,8.281093,80.421479,200.0,3122.14,2,50,asphalt
Unknown,tertiary,12,8.281093,80.421479,8.280113,80.419953,200.0,3243.78,2,50,asphalt
Unknown,tertiary,13,8.280113,80.419953,8.279156,80.418424,199.29,3364.53,2,50,asphalt
Unagaswewa Road,tertiary,1,8.295944,80.43342,8.294523,80.434534,200.0,1986.01,2,50,asphalt
Unagaswewa Road,tertiary,2,8.294523,80.434534,8.293287,80.435842,200.0,1974.37,2,50,asphalt
Unagaswewa Road,tertiary,3,8.293287,80.435842,8.292145,80.437243,200.0,1948.33,2,50,asphalt
Unagaswewa Road,tertiary,4,8.292145,80.437243,8.291387,80.438871,200.0,1925.64,2,50,asphalt
Unagaswewa Road,tertiary,5,8.291387,80.438871,8.290347,80.440343,200.0,1898.88,2,50,asphalt
Unagaswewa Road,tertiary,6,8.290347,80.440343,8.289149,80.441702,200.0,1933.98,2,50,asphalt
Unagaswewa Road,tertiary,7,8.289149,80.441702,8.287556,80.44238,200.0,2016.37,2,50,asphalt
Unagaswewa Road,tertiary,8,8.287556,80.44238,8.285785,80.442026,200.0,2195.62,2,50,asphalt
Unagaswewa Road,tertiary,9,8.285785,80.442026,8.284044,80.441559,200.0,2394.6,2,50,asphalt
Unagaswewa Road,tertiary,10,8.284044,80.441559,8.282479,80.440785,200.0,2591.14,2,50,asphalt
Unagaswewa Road,tertiary,11,8.282479,80.440785,8.280885,80.439959,200.0,2781.99,2,50,asphalt
Unagaswewa Road,tertiary,12,8.280885,80.439959,8.280869,80.439953,1.85,2882.44,2,50,asphalt
nachchaduwa road,secondary,1,8.260881,80.400047,8.259358,80.401023,200.0,5361.83,2,50,asphalt
nachchaduwa road,secondary,2,8.259358,80.401023,8.2579,80.402098,200.0,5509.49,2,50,asphalt
nachchaduwa road,secondary,3,8.2579,80.402098,8.256478,80.40322,200.0,5655.36,2,50,asphalt
nachchaduwa road,secondary,4,8.256478,80.40322,8.255055,80.404342,200.0,5802.33,2,50,asphalt
nachchaduwa road,secondary,5,8.255055,80.404342,8.253595,80.40541,200.0,5953.13,2,50,asphalt
nachchaduwa road,secondary,6,8.253595,80.40541,8.252059,80.406369,200.0,6116.17,2,50,asphalt
nachchaduwa road,secondary,7,8.252059,80.406369,8.250633,80.407435,200.0,6283.1,2,50,asphalt
nachchaduwa road,secondary,8,8.250633,80.407435,8.250105,80.409172,200.0,6386.75,2,50,asphalt
nachchaduwa road,secondary,9,8.250105,80.409172,8.249578,80.410909,200.0,6451.07,2,50,asphalt
nachchaduwa road,secondary,10,8.249578,80.410909,8.249078,80.412653,200.0,6520.47,2,50,asphalt
nachchaduwa road,secondary,11,8.249078,80.412653,8.248652,80.414418,200.0,6587.64,2,50,asphalt
nachchaduwa road,secondary,12,8.248652,80.414418,8.248173,80.416167,200.0,6658.17,2,50,asphalt
nachchaduwa road,secondary,13,8.248173,80.416167,8.249028,80.417538,200.0,6686.56,2,50,asphalt
nachchaduwa road,secondary,14,8.249028,80.417538,8.249792,80.419175,200.0,6601.2,2,50,asphalt
nachchaduwa road,secondary,15,8.249792,80.419175,8.25049,80.420851,200.0,6561.35,2,50,asphalt
nachchaduwa road,secondary,16,8.25049,80.420851,8.251127,80.422548,200.0,6525.75,2,50,asphalt
nachchaduwa road,secondary,17,8.251127,80.422548,8.251204,80.424357,200.0,6482.39,2,50,asphalt
nachchaduwa road,secondary,18,8.251204,80.424357,8.250948,80.42615,200.0,6497.24,2,50,asphalt
nachchaduwa road,secondary,19,8.250948,80.42615,8.250436,80.427891,200.0,6507.73,2,50,asphalt
nachchaduwa road,secondary,20,8.250436,80.427891,8.249836,80.429604,200.0,6497.08,2,50,asphalt
nachchaduwa road,secondary,21,8.249836,80.429604,8.248826,80.431101,200.0,6520.98,2,50,asphalt
nachchaduwa road,secondary,22,8.248826,80.431101,8.247958,80.432691,200.0,6574.61,2,50,asphalt
nachchaduwa road,secondary,23,8.247958,80.432691,8.247114,80.434298,200.0,6616.85,2,50,asphalt
nachchaduwa road,secondary,24,8.247114,80.434298,8.246297,80.435917,200.0,6664.43,2,50,asphalt
nachchaduwa road,secondary,25,8.246297,80.435917,8.245629,80.437603,200.0,6704.8,2,50,asphalt
nachchaduwa road,secondary,26,8.245629,80.437603,8.245675,80.439418,200.0,6702.88,2,50,asphalt
nachchaduwa road,secondary,27,8.245675,80.439418,8.24572,80.441234,200.0,6666.84,2,50,asphalt
nachchaduwa road,secondary,28,8.24572,80.441234,8.245815,80.443047,200.0,6634.18,2,50,asphalt
nachchaduwa road,secondary,29,8.245815,80.443047,8.245915,80.44486,200.0,6603.99,2,50,asphalt
nachchaduwa road,secondary,30,8.245915,80.44486,8.246023,80.446673,200.0,6579.54,2,50,asphalt
nachchaduwa road,secondary,31,8.246023,80.446673,8.246149,80.448484,200.0,6550.85,2,50,asphalt
nachchaduwa road,secondary,32,8.246149,80.448484,8.246294,80.450294,200.0,6369.19,2,50,asphalt
nachchaduwa road,secondary,33,8.246294,80.450294,8.246343,80.452109,200.0,6189.55,2,50,asphalt
nachchaduwa road,secondary,34,8.246343,80.452109,8.246431,80.453922,200.0,6013.28,2,50,asphalt
nachchaduwa road,secondary,35,8.246431,80.453922,8.246533,80.455735,200.0,5836.09,2,50,asphalt
nachchaduwa road,secondary,36,8.246533,80.455735,8.246638,80.457548,200.0,5659.92,2,50,asphalt
nachchaduwa road,secondary,37,8.246638,80.457548,8.247134,80.45917,200.0,5485.25,2,50,asphalt
nachchaduwa road,secondary,38,8.247134,80.45917,8.248823,80.459671,200.0,5318.77,2,50,asphalt
nachchaduwa road,secondary,39,8.248823,80.459671,8.250469,80.460407,200.0,5166.33,2,50,asphalt
nachchaduwa road,secondary,40,8.250469,80.460407,8.251647,80.461712,200.0,4990.94,2,50,asphalt
nachchaduwa road,secondary,41,8.251647,80.461712,8.251734,80.463491,200.0,4801.4,2,50,asphalt
nachchaduwa road,secondary,42,8.251734,80.463491,8.251233,80.465188,200.0,4657.8,2,50,asphalt
nachchaduwa road,secondary,43,8.251233,80.465188,8.251559,80.466805,185.5,4501.44,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,1,8.302874,80.304789,8.303666,80.306421,200.0,6505.88,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,2,8.303666,80.306421,8.305013,80.307589,200.0,6315.41,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,3,8.305013,80.307589,8.306059,80.309068,200.0,6132.42,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,4,8.306059,80.309068,8.305806,80.310664,200.0,5947.43,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,5,8.305806,80.310664,8.305328,80.312357,200.0,5817.16,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,6,8.305328,80.312357,8.305595,80.314153,200.0,5638.06,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,7,8.305595,80.314153,8.305812,80.315956,200.0,5446.99,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,8,8.305812,80.315956,8.306084,80.317751,200.0,5257.01,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,9,8.306084,80.317751,8.306379,80.319543,200.0,5065.83,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,10,8.306379,80.319543,8.306648,80.321338,200.0,4876.33,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,11,8.306648,80.321338,8.306963,80.323126,200.0,4685.99,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,12,8.306963,80.323126,8.307261,80.324917,200.0,4496.98,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,13,8.307261,80.324917,8.307538,80.326711,200.0,4308.99,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,14,8.307538,80.326711,8.307921,80.32848,200.0,4122.46,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,15,8.307921,80.32848,8.30894,80.32998,200.0,3927.06,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,16,8.30894,80.32998,8.310086,80.331373,200.0,3727.91,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,17,8.310086,80.331373,8.310712,80.332947,200.0,3535.27,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,18,8.310712,80.332947,8.311095,80.334672,200.0,3358.4,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,19,8.311095,80.334672,8.312071,80.3362,200.0,3162.31,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,20,8.312071,80.3362,8.313032,80.337739,200.0,2962.33,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,21,8.313032,80.337739,8.314011,80.339266,200.0,2762.34,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,22,8.314011,80.339266,8.314988,80.340795,200.0,2562.36,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,23,8.314988,80.340795,8.315952,80.342331,200.0,2362.37,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,24,8.315952,80.342331,8.316917,80.343868,200.0,2162.37,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,25,8.316917,80.343868,8.317878,80.345406,200.0,1962.37,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,26,8.317878,80.345406,8.318842,80.346943,200.0,1762.37,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,27,8.318842,80.346943,8.31979,80.34849,200.0,1562.38,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,28,8.31979,80.34849,8.320755,80.350026,200.0,1362.39,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,29,8.320755,80.350026,8.320906,80.350266,31.21,1246.79,2,50,asphalt
Unknown,tertiary,1,8.251559,80.466805,8.253195,80.466913,200.0,4351.95,2,50,asphalt
Unknown,tertiary,2,8.253195,80.466913,8.253328,80.466801,19.25,4314.82,2,50,asphalt
Unknown,tertiary,1,8.32479,80.462623,8.32512,80.464395,200.0,2182.24,2,50,asphalt
Unknown,tertiary,2,8.32512,80.464395,8.325287,80.466202,200.0,2110.94,2,50,asphalt
Unknown,tertiary,3,8.325287,80.466202,8.32567,80.467975,200.0,2069.47,2,50,asphalt
Unknown,tertiary,4,8.32567,80.467975,8.325767,80.469783,200.0,2046.39,2,50,asphalt
Unknown,tertiary,5,8.325767,80.469783,8.32559,80.47159,200.0,2001.43,2,50,asphalt
Unknown,tertiary,6,8.32559,80.47159,8.325563,80.473403,200.0,1972.65,2,50,asphalt
Unknown,tertiary,7,8.325563,80.473403,8.325803,80.475195,200.0,1986.68,2,50,asphalt
Unknown,tertiary,8,8.325803,80.475195,8.326482,80.476878,200.0,2062.4,2,50,asphalt
Unknown,tertiary,9,8.326482,80.476878,8.327256,80.47852,200.0,2178.34,2,50,asphalt
Unknown,tertiary,10,8.327256,80.47852,8.327917,80.480175,200.0,2309.16,2,50,asphalt
Unknown,tertiary,11,8.327917,80.480175,8.328473,80.481886,200.0,2423.18,2,50,asphalt
Unknown,tertiary,12,8.328473,80.481886,8.329295,80.483495,200.0,2568.68,2,50,asphalt
Unknown,tertiary,13,8.329295,80.483495,8.330547,80.484806,200.0,2742.1,2,50,asphalt
Unknown,tertiary,14,8.330547,80.484806,8.331817,80.486099,200.0,2931.71,2,50,asphalt
Unknown,tertiary,15,8.331817,80.486099,8.332985,80.487484,200.0,3011.96,2,50,asphalt
Unknown,tertiary,16,8.332985,80.487484,8.334104,80.488908,200.0,2836.16,2,50,asphalt
Unknown,tertiary,17,8.334104,80.488908,8.334819,80.490563,200.0,2681.55,2,50,asphalt
Unknown,tertiary,18,8.334819,80.490563,8.335573,80.492205,200.0,2558.89,2,50,asphalt
Unknown,tertiary,19,8.335573,80.492205,8.336493,80.493769,200.0,2424.52,2,50,asphalt
Unknown,tertiary,20,8.336493,80.493769,8.337248,80.495416,200.0,2301.21,2,50,asphalt
Unknown,tertiary,21,8.337248,80.495416,8.338042,80.497047,200.0,2197.74,2,50,asphalt
Unknown,tertiary,22,8.338042,80.497047,8.3392,80.498434,200.0,2081.28,2,50,asphalt
Unknown,tertiary,23,8.3392,80.498434,8.340112,80.499989,200.0,1968.78,2,50,asphalt
